userid,follower_count,following_count,account_creation_date,year,,,total number of users,1674,,,,,,
3434652527f405b7fd0a49064a0760dc11c1eaf80a42b7c8afc800d6a3612ce2,3141,2381,6/12/13,2013,,,,,,,,,,
4740b9b1f375bd679d01241d3ab611fba8d8ef213f746a43b0d01d1c0131f969,1778,1833,8/6/13,2013,,,,,,,,,,
8d1678a17851fd585302a865949a9e6b91ce52cb390176224733c8548f209c05,622,423,9/15/13,2013,,,,,,,,,,
80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61,4072,3713,5/9/14,2014,,,,,,,,,,
261a553ac8e01a3f5ab164abfff49b4e3a48d4a735727ab151cbccb391f68004,1590,2946,11/24/15,2015,,,,,,,,,,
b406cab00622d0ad36127228a7a87af0e12a5ed9f99dcd20804337780f792a6c,525,1101,8/15/14,2014,,,,,,,,,,
7353fbae7664527e00aa506df0da338a56d99ec129b7b19486c8c1e738fc72ee,1212,1377,12/1/16,2016,,,,,,,,,,
5f452585194266b94e60c99e1dd07f808ceb2b26b10cfb939c2e5ad47888be1c,858,385,7/28/13,2013,,,,,,,,,,
84d200b4749d31110420fcf598927fafaf039f2cd7fba40e45bc0cdafbbf0926,111,100,8/9/13,2013,,,,,,,,,,
930718b82deb778e4e1cf917e08a0e7874271270e1957f1084d468c1d67a0c3d,16,35,6/18/14,2014,,,,,,,,,,
4299815909,7658,6553,11/27/15,2015,,,,,,,,,,
1328dae3986682e7200c0a96884cf37bd191fef0957f6cc40e387c78b6b6ad4e,3459,4814,3/15/15,2015,,,,,,,,,,
77574ec7327a4bac63a0fe0f9f356764af2298df60925f30c36cd0f241dc6b06,155,299,8/15/13,2013,,,,,,,,,,
0bd393301bee1cddd6251ba705dd3338938dbb7d85d31111acb557a01f0451ae,1001,870,8/7/13,2013,,,,,,,,,,
8028ac4d619aa90ec4b7cd83358b1f12afcc822acc114a7b89f6cfe41fb9e2a9,15,41,6/11/14,2014,,,,,,,,,,
e7c3a4b1e42a99361173456b74a01fe65033e637c69944fbc8e0a6f568416fd4,818,1108,8/31/13,2013,,,,,,,,,,
0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631,3673,4700,5/29/14,2014,,,,,,,,,,
b0e81e4e718dfebdcd4c8601f251963b8859b155d59ad6f3c661dc360d9fe683,547,423,5/29/14,2014,,,,,,,,,,
349144213c3141c70f1021f47d801f6e7bb56dd7faa3302b023b0e82c0f70869,1528,1499,5/12/14,2014,,,,,,,,,,
f155a38506309a060f59e624de625da6a1de4cc34f4f0a7c6bc508fc5dd4aa5a,33,122,6/16/14,2014,,,,,,,,,,
2d60b8bc4ff97649d507084f47f8e916263eac2d7e60ab7576d7c0722c39f88b,949,933,8/25/13,2013,,,,,,,,,,
4437444442,10226,10184,12/10/15,2015,,,,,,,,,,
4211363d741e670a7ef229881da6dfcd0b64601ce1072196507a0cc35aefdac8,51,129,5/12/14,2014,,,,,,,,,,
183bf4413881663b3ec7d4ca094ef9f151022a03a89a8b06671cb5055e7c6340,126,431,12/26/13,2013,,,,,,,,,,
b7f49778bc56c3c78bfbc13c0bcc52e8c3527f42d8b86d70acf1f6720ba5c81f,2186,2297,6/3/14,2014,,,,,,,,,,
e948a42c81679e7799660f1d39dbf672dc765381d6b929170459d72db8abe95e,462,997,8/16/14,2014,,,,,,,,,,
1a1bf12b5dd58dd4d196e215439f0e0c864a4465605c2228de89b88a2703bbea,84,126,10/15/13,2013,,,,,,,,,,
0fa181240674d789ade83b5ce61a29a42f12dddf5a706d80032509f98358a9e5,702,816,8/19/13,2013,,,,,,,,,,
88f15c99606cf582eef8ae9a7c0e477b7a2eed748ff891720404620be714d4e2,97,136,11/25/13,2013,,,,,,,,,,
2a1b071c8ba79a8090cb33e7b0c05453dfd89cff09e1e4b4b572b12758035a3e,594,2087,6/17/13,2013,,,,,,,,,,
474bea05f1324e553322b796f91e998e20cb142bbb1dd12a2e555a2efc112e89,0,0,12/11/15,2015,,,,,,,,,,
2e23547db00187e1c59b149966de924a8b87fce0281d46085f87685d29653b85,148,354,11/9/13,2013,,,,,,,,,,
70007b94f796e3b39c18da7711327730b9e58032323c6e7b8438fc9c6acf835c,1254,868,8/9/13,2013,,,,,,,,,,
3074563039,10534,8576,3/12/15,2015,,,,,,,,,,
9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44,4157,3113,8/24/13,2013,,,,,,,,,,
87cf1fdb56745c6d243b30c8e791b739dec6b92d474d95fda58adb06a3d42a4e,44,315,6/15/14,2014,,,,,,,,,,
fe5db840484645a82182175e7e933fb2adcaa23380444a780aef2ca6f55439c9,781,1353,6/20/14,2014,,,,,,,,,,
1217457b2be85f0bf13e90a0a1b74a772306ecf4d45c1775792d4d892927087a,92,244,12/25/13,2013,,,,,,,,,,
aa80df35407d74929dc17b058bdc679ae7f995c237f1cfd09915d970d72f72c1,1399,919,8/10/13,2013,,,,,,,,,,
4a4e0b255970b061987faf747a5937eb20cde3f62ea4432db39a2064a500170d,760,1844,3/26/14,2014,,,,,,,,,,
3c25dbcab79d1f51dfb33d807c4f899ad3e293a524bbe336884b882930084baf,151,125,9/3/13,2013,,,,,,,,,,
a75a093bb984e1b73226dee877a2dea713a6f8e9cb8ff9d598b6cb9894535dbd,236,1325,1/6/16,2016,,,,,,,,,,
13572760b99265bc4af5704740726e2983ba2aab58b5a0fb4949e1c93ca50e8f,271,307,5/13/14,2014,,,,,,,,,,
79a049a7fcb82694fe9808ad5a5af8a10e5c08d4cfb4e61779cef676bb353713,599,370,8/6/13,2013,,,,,,,,,,
b12abbc44b0694950b35adb0ec9eeaf02d4ca8613ceea2d6f8b7db94f068f3e5,122,271,8/21/14,2014,,,,,,,,,,
ef2bb5fb1f75be58f3dce64c133180642b709a85cead22afc21b9b216b70ba49,103,150,8/23/13,2013,,,,,,,,,,
72e45509b309a08fdc4865c489215c97816cc5a847c2b5fc8791a1d6b5261527,3862,146,5/23/14,2014,,,,,,,,,,
357e25c6d369148ff72df10b2d03c5a0a6ab2ce467ee2a943a89b1be93069b11,103,100,7/9/13,2013,,,,,,,,,,
3f882e99d3c656906e9f6cd2a538b6642e56f00d7835440145b49bafbeaa1d88,40,146,6/5/14,2014,,,,,,,,,,
caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba,4486,3950,8/15/13,2013,,,,,,,,,,
c711dd62923f767310083b3c28c6a27859bcb9594e3262d560b3d14b98d7c7dd,20,131,5/29/14,2014,,,,,,,,,,
c11105737c747683a338d7efcbea63379e803081de056d02233155ef82e58599,349,584,6/3/14,2014,,,,,,,,,,
636750833fba7874b367845fa4ed9b47c15a6c978d2d715c97a93c0d560a1a71,301,1391,1/4/16,2016,,,,,,,,,,
f38c6c3b3dc0d911747730aa3fda1c9c971bb916b4f1a6d63fe5ddcabcbd6142,101,96,8/4/13,2013,,,,,,,,,,
d077a7eaf7286285c8c406b3d5a6449b51e5ee81d26b5ac7843ef3fd58ba93a9,107,124,8/10/13,2013,,,,,,,,,,
692b1c26f9582d3af67c6b76efbcff7b634f73c99cda833820f037d2c350dcf9,104,124,8/31/13,2013,,,,,,,,,,
fea5e166786f00c893ee247a87ab6047e3ed8727dbe4b5a67b64484dc777b070,2878,2053,3/9/15,2015,,,,,,,,,,
c02c4b3fe43cfbec8777ebabba00b7bbca529b208bdfe8e860e23f465a11aa01,51,316,5/30/14,2014,,,,,,,,,,
19bc8529a399475fa38d1c5ddfccba200c731fc1202c653c72021807e2ec53f2,861,1852,8/29/13,2013,,,,,,,,,,
d55bedbfb55cd05b1e9b8f8bd686e2406033099f74c5faeb365c8d0d69552726,1,3,5/14/14,2014,,,,,,,,,,
b435738ce717bc38b7ab7dad7321a402b3c46951f6bf1e7e1071dfac8e9b12bd,61,424,5/30/14,2014,,,,,,,,,,
4332740714,44895,45382,11/23/15,2015,,,,,,,,,,
44df49bce9aa59746e4708aeaf76b98f6959be0c2720acfc207df80aa3f98a05,759,696,6/16/14,2014,,,,,,,,,,
17554dad557498db58086f7df493af38e4cb4e8a124b606f3c1f1cba59b76894,65,102,8/5/13,2013,,,,,,,,,,
0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,815,817,8/13/13,2013,,,,,,,,,,
035235403bfbbffdf18507847eed7d692c48a4196be9b39c961f05111bbbbf20,667,1683,12/21/13,2013,,,,,,,,,,
e579b30026998948100e534d656b6f27770e519fab233bccaf8b6c18b4a862c8,1176,991,8/8/13,2013,,,,,,,,,,
c8e6a954b0bf9aa72a41d2cba862921e89aba90f25b0e1e4839357ef6401145a,104,231,3/28/14,2014,,,,,,,,,,
b61d47c22efd69b47675c296d5c54e2675da8977504225327611713990b4e784,4636,3689,6/2/14,2014,,,,,,,,,,
5ca56261fc5bf4f2ff982cda0bd770120bff063bffae9ff80fb96e93675780b9,93,117,4/15/14,2014,,,,,,,,,,
ba5424596067af270c913a1b49d7771af82b3ef777e957d1dfe5945de9fc3b1a,524,924,8/13/13,2013,,,,,,,,,,
7a510df10b6580a9196c953d2fef7d673f9f7e4259d9dd96a5512ea4a794005c,72,20,5/29/14,2014,,,,,,,,,,
1b9170131042e19616d129cd641647fa410216ccd3f44c92cb8529bc7f64a982,760,3660,11/27/16,2016,,,,,,,,,,
e6bc0d8af989fdac2f8af21c7066abf9082113d152a3ec388f6123365295e2c0,106,129,8/29/13,2013,,,,,,,,,,
4b1b8fbdbc1dca11a9d60bfce27f089baef009535fdbf6d18901fa63a265909c,754,673,8/18/13,2013,,,,,,,,,,
e3230589624624cb56c3691d9cd6d3d3aec3645d76df449cb88e81ee08b47a18,690,2033,3/28/14,2014,,,,,,,,,,
9678c1a69037cd0120d6558a39695b84bab18b30abc55bcdd84d8bb6b0010c5f,68,112,3/17/14,2014,,,,,,,,,,
be85ace66d6a1ecd925583b6f2882b76cd86959ac3eb9fce732ba5eabd66300e,105,203,8/28/13,2013,,,,,,,,,,
be1e8e099e93fe0964c1184173f038c7413def3baf38efa391b2d0fd943b2beb,103,218,3/24/14,2014,,,,,,,,,,
9568f4f956198f990b4aaa0299ef3e75afe142f1a8b1a02c5e2ca4e05707c5c9,63,77,5/26/14,2014,,,,,,,,,,
4508630900,47413,29429,12/9/15,2015,,,,,,,,,,
aa2d23906fee5e96183b638522032d61cf99f04b6c9d12cea5d9247489f7d2ee,54,281,6/20/14,2014,,,,,,,,,,
bed4a4ddb35ed3ce4919091b00fb4eef77e955001ef90effd4ccdbe6286ca07e,2,0,6/6/14,2014,,,,,,,,,,
734c39aa010c4b548874397b9249eddeeaf4e1ba8389565b67d61b05878acb43,500,1045,6/2/14,2014,,,,,,,,,,
bc1e9ff0868dd5b651e8a25c3cf98ffd3046f3484317ad419340f79f07a16a43,220,579,3/10/15,2015,,,,,,,,,,
0cec2af5f5508e32090a28c68fb95cc67212dde8fc881a32ec60951365388f68,109,43,12/7/13,2013,,,,,,,,,,
d6c31acc30e631882e289675ae7f704f885c4e9c9d81d7cc54ab65514c14d510,38,272,5/18/14,2014,,,,,,,,,,
329b725ed68ce2ca02af8427fb3b730841b65384e45476bca8989ccc539fcc95,751,465,7/10/13,2013,,,,,,,,,,
c514506e040585efbeda09c2f5d793c4f28649e410730fea5b6de518377fb77c,120,119,8/20/13,2013,,,,,,,,,,
a7c8036fe226282e882c9c6e9d9dbd995173b940989e557a2a498809a2910644,510,634,8/5/13,2013,,,,,,,,,,
8d1a1d79c18d9e9554dab39adcad2604f2519d49e46c902a45be9546fe866532,70,377,6/13/14,2014,,,,,,,,,,
9438d9059d54fa2fa1fb62c14b364eede51e0844b6bc57bcdad89f2abf4d2eff,21,130,5/31/14,2014,,,,,,,,,,
8ef588399363abb25f621a2012e916d4b340491a3289647294f8991b8e48109d,117,395,8/28/14,2014,,,,,,,,,,
ac831b6dc0a213c9c64a2770276e696343e00c1b8ab29b3e69bf9985bb1fe5cf,48,108,6/10/14,2014,,,,,,,,,,
e39056f8a6ed87cda6bc22cbfff630425677170a2fdd21aa132e158eec50d19e,21,5,6/6/15,2015,,,,,,,,,,
3071479646,8056,7234,3/10/15,2015,,,,,,,,,,
7d75a21f5a4436ae8e75679027f58e9ff8c4aee4da1e3ba745170f46524cd65d,71,357,5/9/14,2014,,,,,,,,,,
9210961a1ce5f79c028a6a6881c2f83841f70496daccf7ff6e7edf2f1e499adc,41,248,6/3/14,2014,,,,,,,,,,
c567f55d5430039ab5b53980a337cd6e3399e842f186e3930a92d7f2e11d27d6,1006,1169,7/25/13,2013,,,,,,,,,,
366e32f7e0e3b8eac2fff4f7049e1ebd0bdc4ddfdf0c4334edac18eda8b846e6,907,909,9/28/13,2013,,,,,,,,,,
0a0af8893cdc8454338447004eeaf65ee2934977c71ec48d3bb17e6723e1daef,1082,962,8/8/13,2013,,,,,,,,,,
ea85ac8be1e8ab479064ca4c0fe3ac6587f76b1ef974526887856fe299d3f2c0,3100,2503,5/31/14,2014,,,,,,,,,,
c23ef2a108d3fc5ecfdee27c9717a2c8b0bd6240d9de3b329fa7a9197ee4c4ac,3403,3735,8/19/13,2013,,,,,,,,,,
50d1108647317d85c7a4c4446d2b0bb94d287bb1f817023c80a391a0ca4c63cc,69,93,3/23/14,2014,,,,,,,,,,
262e0bfc8ce8b484723cf0cefb2bb03d9a90d1b6f0016171fa71ab1bc10eecfe,99,146,8/14/13,2013,,,,,,,,,,
d059df9f0b30ecc04ab7e8ec42ca697527d735c34bfa387e721a2bde7d872565,117,394,6/13/14,2014,,,,,,,,,,
958fc3db6ca296af0761849cc440dccd5b80e53bb884abcab98393505a5ed735,30,316,8/28/14,2014,,,,,,,,,,
c5759f11a98fb079b4470d6a04c13ece439cee7649b92c9ac5f417a4be04fa5e,897,1175,8/5/13,2013,,,,,,,,,,
63f2d71b159524626838d9e899cc103fac8e0d26ad2475a098ceb23ea0986717,263,736,7/4/16,2016,,,,,,,,,,
3ac0face460666a127cc271458a7918571d10706ec62980b5f7b960e50455e2f,143,325,11/11/13,2013,,,,,,,,,,
432b1625d7297fc0e9babe56f48b3148c14aa89cb69ee90bf2a02189590cdfb4,817,2013,3/24/14,2014,,,,,,,,,,
d31b9cc24cf040d6038dd1031705224ba3111f330783dbf94119fe0afa49d979,62,42,4/29/14,2014,,,,,,,,,,
d7a164014f5586889f8bc0e3ac52b3e6ee47a480691d8d21ae1071fd2c5fd139,74,103,12/18/13,2013,,,,,,,,,,
2d811f59ae0a149cdd18b9c0cf69242692123ce7693947c20f9bdf7d4716614c,35,111,6/9/14,2014,,,,,,,,,,
4271904983,5518,6052,11/25/15,2015,,,,,,,,,,
ca5b1cc2653463ea1307845e3ea22cc6e255c840d3707fb927128621bf923a6a,661,1736,12/19/13,2013,,,,,,,,,,
f4ffbe9c6117d7ae81dea17de7be54ed76642b3d7829fa59f52dc526419adc7b,101,189,12/10/13,2013,,,,,,,,,,
484cb926f2e7c30fba8a3b83e3c8d615507aec24cc8ed61e3e2f67c55ecd2aab,20,66,5/11/14,2014,,,,,,,,,,
086e99abeb0a18f2c7f83d930a6c4487dbe7508d44300e70f2671015e146e866,126,170,8/12/13,2013,,,,,,,,,,
f1ffbe2f28593c6bc0d36593586c5abf618cc8d1bf9557ac451d615b634d6de0,377,356,6/4/14,2014,,,,,,,,,,
2503fce373be75b596b2a00132cf539d95b135da0e1f20772c60937bbd861ccd,531,421,5/30/14,2014,,,,,,,,,,
90ea5683bb0d792092aff8789cae5399041602b34298a3bf96f1da25b4a4732c,89,123,3/11/15,2015,,,,,,,,,,
db11036d489efd4deb7d46675d3e6b91e613dc6f8b4c1aac72b056498ad9fe66,102,132,8/13/13,2013,,,,,,,,,,
fea1c9964041fbbd67f08dbf0d7b9c2a3e855441529b7d83155395b78b0c5514,90,93,10/2/13,2013,,,,,,,,,,
7d6e1bb457a9c398fb736b173694472901d1cd6cf6df81daea588152381b67c7,131,147,11/7/13,2013,,,,,,,,,,
56a260f1087175583b9b0dc618a4fad1e6271aa167ee08db394dd7ebb52ae737,227,333,6/20/14,2014,,,,,,,,,,
0767cf90dd7edc47426c284381d29b26c2c036f55c78f6b7e03e446895210f65,56,42,6/2/14,2014,,,,,,,,,,
ffcef0c5cc8ff7acab8aeb33e28013bf480b5e686e2cdeac22923bede951e533,109,121,5/29/14,2014,,,,,,,,,,
5606db9a1624caaa0b2314575010064fa367379f08168e31d69f3710d2b68bd6,0,0,6/7/14,2014,,,,,,,,,,
fc11ec3417df6e1b4eecc20c87a8f2f73d5bd62d1b6b108a1824737fb9cf3564,1305,1373,9/19/13,2013,,,,,,,,,,
745588e60d14054c34545b63a47435175aa18b4bc6defacaa08d7d4681c9577d,1826,2274,5/13/16,2016,,,,,,,,,,
e6a161ecfce3659ae84ef4e570ff129b79a364875efa8b3c8912a64ceb59e68d,67,379,5/28/14,2014,,,,,,,,,,
5919e0b035d24b12928b768560a79e0235a363604ad312840237c308b09291bf,808,1992,10/5/13,2013,,,,,,,,,,
8904f4d3a46cc384b9118d5ec434779b4b5f1406b384e026ec51a1015fe0eff8,110,120,8/4/13,2013,,,,,,,,,,
60f4ee0c83e08dba2b3249496ae1a67f9ed53e579c626422a571cc97d4e81533,38,278,6/12/14,2014,,,,,,,,,,
b19d3fc81879b6b54b6094c5fec0223157d183412709437750561b2effcf8b81,676,1926,12/16/13,2013,,,,,,,,,,
97ce34b868eddcc410fc4baba1cc1f8dee4dad0926e45892644e8e3cb23aa808,2891,2622,8/5/13,2013,,,,,,,,,,
3d3ace7a95bf1f169655e6c84cb92f918bd580300a107d64fb5e9d56256f46bb,4778,3069,9/7/13,2013,,,,,,,,,,
446ebdcfef9f5032b638cf976c73bd27c5cb7c5bec12a69f4052389dc333a599,61,109,12/20/13,2013,,,,,,,,,,
66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828,4502,3583,8/9/13,2013,,,,,,,,,,
6ca21c26de8159386b71428b8bdadf732bd854614dadea9086770b71bbe1df6a,1781,1740,8/18/13,2013,,,,,,,,,,
ce7b9f8c86dfbf9b2bd03eda62f0d42ac1c2b1b593ba0b0b052210acf652f896,876,950,8/9/13,2013,,,,,,,,,,
4537439c2e1d6f7d6d3e290b17e511c919556891aad99925cd7e5cb335c224ee,4828,3628,8/12/13,2013,,,,,,,,,,
fe9355c19968c08314df11fbba0fca2fe6e4ea494fb37ca652314821d445aaec,46,116,5/29/14,2014,,,,,,,,,,
1f0bcb94dc59cda69af240646b4977bee314a170b4e2ea955e6c984c07f8824d,2071,2344,9/25/17,2017,,,,,,,,,,
770da8632e190db6263ad1aea6f6e55d054a9b023f41e24e862b48f22b5c2a20,387,410,3/18/14,2014,,,,,,,,,,
3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5,880,789,8/23/13,2013,,,,,,,,,,
02b81295dbf8951d10c2539c036e072a4cab40b516b0869e92f959f5fea9e233,2953,2246,1/13/16,2016,,,,,,,,,,
2f3ea806ebb9083f62eefd2b20c5fa4aee039e964b026a5793418d365d7a29e6,111,128,8/28/13,2013,,,,,,,,,,
b101a5c90a632c7174a37a10779dd0f2a92c5d57814d700e729e5fb90e80a760,126,129,8/5/13,2013,,,,,,,,,,
8cf62b0d819688e71454a1997832b5e9c720bfb5a0cae070be1f2c0eb8c13792,61,342,3/6/17,2017,,,,,,,,,,
8d3768a213d4414dad04a0d598b50d1e5a3e3afc7b89bcec5374dd5bf31958a9,714,679,8/10/13,2013,,,,,,,,,,
500240550fb81915bdd63d94aa29e73176bff5048595b5ec4b1b5211a95f71b5,875,927,9/10/13,2013,,,,,,,,,,
cab81bd7dd0e2c2c53c52cfbc0d5146b6e2f190a6e7e5942537e8e789c3f81c1,459,627,6/7/14,2014,,,,,,,,,,
75de845cb8c71b8c3d7c71843bce9310705c933d4012c5f0f4234f5c3593aa9b,732,1677,12/7/13,2013,,,,,,,,,,
83b2b745604282d8d1415d67767762a52c148b06dc1fc2fad20d0394992c19bf,51,0,3/12/15,2015,,,,,,,,,,
d3f6e58202566043d909d57584be4811916859c8a09ebbe3b5239f72596d9acf,928,607,8/16/13,2013,,,,,,,,,,
d156fa54738c1cde428f067cabd77c54340258890295836e262764396e67a826,1386,1624,3/9/15,2015,,,,,,,,,,
625c759d1e27b44e7b1723cad8887708a7e319e33a8a457b9dd32c6ada93a036,753,665,8/28/13,2013,,,,,,,,,,
09df0071b17f644d975c229cb6dd3c20c2c7232efd4af3cd5210599415e54d6c,115,329,4/1/14,2014,,,,,,,,,,
4bb238cb87eff0306b09f5a588e7589149b3adadd00c78681223f882f8290150,84,115,1/31/14,2014,,,,,,,,,,
ae0b1dd7b6db16c19ab4e8c2b88f9519cd7ea516cc4bd1d5963f4b78a50a3e9d,44,260,8/28/14,2014,,,,,,,,,,
efe72380966b25bfd27aa7cb16491ed51a6dc3aee108133e597409a3dae45c73,48,89,1/31/14,2014,,,,,,,,,,
2512420407,5570,100,4/27/14,2014,,,,,,,,,,
4272870988,72121,42080,11/25/15,2015,,,,,,,,,,
6c21b9c62ef10f15b1ebe0445fa165420c889a48ed0bc0c0dea82384163c4365,423,290,5/9/14,2014,,,,,,,,,,
fda459712fd2f13ac95ffe545005e6fc1c29942225cf109ae212eee2baaea984,899,923,7/15/13,2013,,,,,,,,,,
7eae88fa66ab5eb5ebebe1f9421e640eadae05e4c1f11e7354165077daf62f64,35,164,5/3/14,2014,,,,,,,,,,
2928870434,5816,865,12/13/14,2014,,,,,,,,,,
27951036bf793fa94cc11f66cfc0e859f60c4cbcdb57b029285791e2968b4dce,77,303,7/30/14,2014,,,,,,,,,,
4311371968,8860,7676,11/28/15,2015,,,,,,,,,,
78e3afa133ac2d905a65796ff062a180f5002d9d47adfd11eea79c0fd406d267,2398,2682,8/5/13,2013,,,,,,,,,,
76001fefb61ee20b0283931ea8d07d0aef2ff4f87f84352dcc5544f232e909d8,1239,1118,6/11/13,2013,,,,,,,,,,
27abaa02ebd679ad442699bf3a55adca59030ce1f8ff6f2def6cc7a61c992d2a,58,321,5/13/14,2014,,,,,,,,,,
1cd9be1b35eee1a5ba8d79c6b560b5b331108418c1334cdf0ca0333f7a13accb,54,207,6/20/14,2014,,,,,,,,,,
75ec5abac0983cc00827d9d2778698784c315797d82da73325270f4ff76b2846,139,224,5/30/14,2014,,,,,,,,,,
274d180d1de8828a8e3e7f62eec224ba9e3d04481e5d9eb29bf1cab882004a1b,1073,813,6/14/13,2013,,,,,,,,,,
4208754922,5401,5939,11/17/15,2015,,,,,,,,,,
8bc7557a789557100154b78c3d3576dda25891e08942a1d782126c6c4d08d70d,56,70,3/11/15,2015,,,,,,,,,,
5cc8d24a4e130193894e28489656914de87bd035b9317c454758f854e3f10bc4,103,465,8/28/14,2014,,,,,,,,,,
13b07cfe43f8039bb41df333afdf9cc67f81214381d1b347560e748846ca03a1,116,167,8/28/13,2013,,,,,,,,,,
4b64e738c0560bbac48924042c353e6e742b8c4b2e935e4bd9a2ed06ed652743,220,419,8/9/13,2013,,,,,,,,,,
49b1291fe692ca4ee98a135f92c5a6c857405d8a85820b7929770e3e40abb4ea,69,104,3/20/14,2014,,,,,,,,,,
c07e0e28f634c855b043b49266b7b5161091579232b2b93b2e433925e0bad486,66,223,4/7/14,2014,,,,,,,,,,
cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295,2360,2487,5/30/14,2014,,,,,,,,,,
809577d4d29b6569186d7ddae18cd0859d65ff349af0815a08b24cbb552156ce,529,733,5/4/14,2014,,,,,,,,,,
ba212cc50e96616643a5e18a12520c96b2b6e279272bfde1661f2dda86782509,11,12,6/3/14,2014,,,,,,,,,,
32b46a5c438a663eaaebfbb1da979ea98bcfe3a6cba7d796246c880d522ea880,3019,3511,5/30/14,2014,,,,,,,,,,
6573de49e27687efbc010730ca17840f186351ffb9324abafdb21d336e3b5323,614,533,8/7/13,2013,,,,,,,,,,
f34f034f13f96195e932781c94862cfa54e86b274c0e156b72b7f84bd680acc8,915,632,8/14/13,2013,,,,,,,,,,
f656411ab6d63685f868421c4b381779ce97b3470f701edf9ca9ebb5a0226e3d,1498,1642,6/2/14,2014,,,,,,,,,,
a6181c92d4b44e24f9f4176b491d74b6eb59ff8aa53f331f7a4e0fbfc8615338,2384,2263,6/2/14,2014,,,,,,,,,,
c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535,1735,1768,8/6/13,2013,,,,,,,,,,
05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821,724,1917,8/30/13,2013,,,,,,,,,,
351a742c958f0abe0d70069a7648558b01e84662abacf526c66f514e1ce06914,58,45,6/2/14,2014,,,,,,,,,,
59f49ee956e93a989fae7f4cdff1d56f8cd6b9acba8c4652e70a701fb4796224,301,261,5/18/14,2014,,,,,,,,,,
0606cb1e17a9de13321252a2ae3231f048cb3876991950f722e33b76028d09db,52,97,5/2/14,2014,,,,,,,,,,
71db45e4783602194ced17d50c4070036dfc754e9557fe918b39e58e8bf7d65b,1046,900,8/7/13,2013,,,,,,,,,,
0e45d2af1bbca512ab1d8fa1c2216c038f9627bb773ab4cbe351404ee7a2c93e,1812,2053,7/26/13,2013,,,,,,,,,,
24b708f0384fd81f14cff16a4b99b9d0f1a25b4370c7a4ba2f2029c3a2709348,188,282,8/15/13,2013,,,,,,,,,,
ef5f92101b81ef0a7693d20c6325de8b774fec3b57b61be9aad32baa9f311bf6,111,147,6/19/13,2013,,,,,,,,,,
beca91052aeb5f19582ceb4615b438717525613c5604dfbbec22d0f2fe340f10,51,153,5/14/14,2014,,,,,,,,,,
8c1704241d7c5ba2b130cb6e31c0f1bdc0ba7b8c5bd5ef461bb2f1224db3b1f4,447,789,8/28/13,2013,,,,,,,,,,
32480e3ad5601bc46c8b5d45e8d49855b3b32f98cbe0804aa52308a75e833b28,600,528,3/20/14,2014,,,,,,,,,,
8c272a1161e2d400ead850368fc559c1c7780a4955bda9decc4c485215d69cec,87,344,8/28/14,2014,,,,,,,,,,
83c975212747d78fede6463b2e54da7896e83c9c58a5dbd8d9ee88f1829702ce,0,0,5/30/14,2014,,,,,,,,,,
97d091e364ffce8604e99c0750384b0c75ae8d44f1d174e35b2ab0caa2a5899c,2217,2342,2/26/16,2016,,,,,,,,,,
6f0f86aa2ed7d7c0eef44cbf0d9dc2346dfbdabce74b98087e3abef06bf37ce2,71,469,6/19/14,2014,,,,,,,,,,
6db96f3f4dcd5f3dd10a7b55bfd381e79d1b1ba483b5968e0be44834b7cf5f41,116,243,8/23/13,2013,,,,,,,,,,
0fcc412adf3a59424b27677147cd8e6b70a581f687bf425dd07a87079f141636,93,101,8/10/13,2013,,,,,,,,,,
4b6d7c4a9fbe5bff3e2ef447620a35daf19c1c2cfac26cb6e1c6c203cd564af6,71,99,12/13/13,2013,,,,,,,,,,
a2ea762a2ca8f61b590dd6346be6dec9483d9eb9f64d9fe7d90ab1bbf2100c20,606,591,7/26/13,2013,,,,,,,,,,
f6418970d34a9be3c5f0f8c936c0d7520daccc8136c3183429048eaab44328e9,53,242,6/6/14,2014,,,,,,,,,,
190df5183c66fcdf2efe5a11eb35cc827a5f0726f4788b3ee5d3aadaeeb28dbf,545,637,8/7/13,2013,,,,,,,,,,
d8b0abf2de5dbf3ffc95051a36ed80fa2cda0b92efe487086cd1137e7d352b78,876,1978,1/4/14,2014,,,,,,,,,,
b8e6e7a04bdc6c35cd6456d1178f631b5d4109b95774cc6f8bf831b1887f69b4,918,879,5/12/14,2014,,,,,,,,,,
a6885f4b5b3c536849d8aea4abf1cb5f627e0c654437df5fc182e0834e60cb1a,167,258,3/11/14,2014,,,,,,,,,,
bc330aca26e327cfc755320b4a87375945e316f582db07f9931517bfdb415570,3067,3161,6/15/14,2014,,,,,,,,,,
